fname,speaker,seq,utter,stime,etime,wcount,emotion,senti,key_phrase
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,70,"Thank you for your patience, but Let's finish what we can do without you looking at my screen. I want to ask you about the purchasing process.",1192,1201,27,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,71,Talk about that.,1202,1203,3,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,72,"And then when we come back at another convenient time for you and you're all set up, then we'll make sure it work of the visual aspects of things. Okay.",1203,1214,30,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,73,I'd be very interested in doing that.,1214,1217,7,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,74,"Excellent. Well, thank you so much. That's very kind of you. Now let me ask you about the purchasing process. One of your responsibilities is the selection and decision making about which analyzers you're going to use. And if I understood you correctly, the systems that you're currently using, the back systems you purchased, the most recent ones, the main ones three years ago, describe that purchase decision. That process for me. Why were you looking for new analyzers.",1218,1263,79,Fear,Positive,new analyzers
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,75,"Based on? Well, the representatives from Veteran Air Colder, obviously we're interested in our business and I was well aware of past experience I had at other institutions with the Colder. And so they wanted to have a request for proposal and they put in an estimate or a bid.",1265,1303,50,Sad,Positive,other institutions
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,76,And.,1304,1305,1,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,77,"Because we were not exactly fully satisfied with the advertisers that we had at that time. Okay, so they submitted a bid and it also submitted a bid and we even had six submit a proposal, although our main tour avid and folder.",1307,1344,43,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,78,So what prompted the search for a new vendor was a dissatisfaction with Avot with their equipment. The relationship was it time to replace with new technology. What what what motivated the decision?,1344,1363,33,Fear,Negative,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,79,"There was a number of decisions, just in the comparison of the the survey results and things like that. We weren't quite satisfied and obviously our costs we were looking at and what Holder offered us as far as continuing education support and our costs for maintenance support and just an overall like a nine versus an eight or something like that.",1364,1418,62,Fear,Positive,continuing education support
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,80,"Okay, so who was involved in the decision? It.",1420,1424,9,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,81,Was myself and my Hematology manager and several of his key staff for the various shifts at evening at night and the challenges that they faced and they wanted to make sure that told her was going to be able to support and satisfy their expectations.,1426,1465,46,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,82,What kind of challenges?,1466,1468,4,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,83,"Just in troubleshooting and communication with back code staff to solve the problems that may arise, and also the continue education opportunities that they had for themselves and their staff that quote was going to provide.",1470,1502,36,Fear,Positive,back code staff
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,84,"Alright, so you had input from the people who are going to actually use the the analyzers?",1505,1512,17,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,85,Yeah. That would be foolish to think that you are going to get the best because they're the ones that are involved with the challenge of getting the accuracy of the results and turnaround time and capabilities for the quality control statistics and overall documentation.,1512,1544,45,Fear,Positive,quality control
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,86,Alright. And then your role and the decision was your decision. Did you explain your role in the process?,1545,1559,19,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,87,"Well, obviously I was in direct communication and involvement. I wasn't in every meeting, obviously, because I didn't want to cause any inhibition in what they would ask or what they were interested in.",1559,1580,34,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,88,But.,1581,1581,1,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,89,We met and formed this search group and we try to identify what was most important and how confident we were that code was going to be able to follow through.,1583,1604,31,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,90,Okay. Did you all have to agree?,1607,1610,7,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,91,Not necessarily. But it was virtually or that they were satisfied with what they expected or had a desire for.,1612,1627,20,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,92,"Okay, now you mentioned earlier that you got quotations from Abbot and SIS Max as well. Given the experience you had with Abbot, why were you having them the next time?",1629,1648,31,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,93,"They weren't aware that we were seriously looking at changing and obviously they wanted to participate in the selection, although we weren't necessarily, like I said, overwhelmed with what we thought they were offering.",1649,1685,34,Surprise,Negative,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,94,"Okay, so at the end of the day, you selected Beckman and that replaced your Abbot system and you didn't use SIS Max summarize for me, why Backman and why not Abbot? Why not SIS Max?",1687,1705,36,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,95,"Well, looking at quality control, statistical reporting on the very surveys and the overall technology or support for maintenance. And obviously cost was also involved a degree, but just in the continuing education opportunities, it looked like Beckman was also superior.",1708,1757,41,Fear,Positive,quality control
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,96,"Okay, how the prices compare?",1758,1761,5,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,97,"It's somewhat confidential, but I would say it's it had been off by more than.",1765,1774,15,Surprise,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,98,Okay. I'm not looking for something as confidential. Okay. But how did how did Beckman's price compare with Abbas and Sex? Was it higher? The same a sense of that. If you would.,1777,1799,33,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,99,"Definitely superior, it would be like a nine versus 8 or something like that to the cost as far as the cost and also the quality of results.",1801,1821,28,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,100,Okay.,1822,1823,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,101,Alright.,1823,1824,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,102,"Now, if I've understood you correctly, Back man was a bit more expensive than the avatar says Max.",1824,1830,18,Surprise,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,103,Not necessarily. It was pretty much less as much as difference. It was still less cost than what we were currently involved with. That.,1832,1854,24,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,104,"Alright. Did the presence or absence of any particular assay impact your decision? No. Okay. Now, if you think about and you had experience with Abbot and the experience with Back, when the ongoing cost, the essays, the services, maintenance, everything else, how do they compare? How does Backman compare with Avid?",1856,1892,52,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,105,They were obviously the cost for our continuing maintenance contract was at least about 10% or more or less costly as what it was for a bit. The need for support and the number of times that they had to be contacted or called out was fewer than what it was with the bot.,1894,1935,54,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,106,"So the cost of it was less, but also the frequency was less.",1935,1940,13,Surprise,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,107,"Yes. Okay, so you now standardized pretty much easier decision. It wasn't like a real close call because you don't just change what you've been doing if there's no difference in the price or an acceptance or quality.",1940,1968,38,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,108,Right? Okay. Now you've standardized your lab on Backman analyzers. What's the advantage? What's the impact of having all Backman equipment?,1968,1982,21,Happy,Positive,Backman analyzers
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,109,"The the consistency. If you have an instrument down and you have a similar or the same system, the differences in results would be much less. And you don't have to develop some program or policy that the doctors then will have to try to know which instrument that their patients test was done on and the position staff we included in what we were doing. And by including them, they were more accepting and more confident in our reason for making that change. In fact, some of the doctors were very encouraged. And so again, we have to determine what we do by the confidence that the doctors and patients have in what we're producing. So.",1984,2076,117,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,110,"The next time that you're going to replace or upgrade your systems, will you approach Pathologists and other clinicians about and get their input or their reaction to your decision or something like that?",2079,2094,34,Fear,Positive,other clinicians
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,111,"Well, definitely. Like I said, people are more accepting of change if they're involved in the process and if they're confident, you're not just changing because you can get it cheaper or that they can offer. Remember certain bells and whistles that maybe 95% of the staff aren't going to be being anyway. And so we have to look at the overall process, but if you're going to involve the staff ongoing afterwards, they're going to be more accepting as well. Hello. Still there? Yes, I am.",2094,2152,87,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,112,Okay. Now how important is scalability of the analyzers for your lab able to add parameters and increase throughput and enhanced data management things like that without needing to replace your the entire system?,2152,2174,34,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,113,"Right. Well, like having it connected with our sustaining process was important and making sure that the various customers basically, that the results can be connected with our hospital system, and that for some of our satellite like nursing homes and skilled nursing facilities and other outpatient physicians that are requesting tests, that we're able to set up a way to get those results to them and that they will be able to contact us if they have any concerns. And so we also have a to bottom staff and make sure that they get the specimens down and properly and that getting them to our lab in a time manner, as opposed to drawing them in the morning and getting us the tube late that afternoon. That's really not acceptable as far as making sure that we get a quality specimen.",2174,2267,142,Fear,Positive,other outpatient physicians
